Price,VTI,VEA,IEFA,VWO,IEMG,VBR,MTUM,ACWV,BND,LQD,HYG,TLT,TIP,EMB,VNQ,VNQI,DBC,GLD,BIL,PFF
Ticker,VTI,VEA,IEFA,VWO,IEMG,VBR,MTUM,ACWV,BND,LQD,HYG,TLT,TIP,EMB,VNQ,VNQI,DBC,GLD,BIL,PFF
Date,,,,,,,,,,,,,,,,,,,,
2020-09-28,158.224609375,35.233463287353516,52.097267150878906,36.72265625,45.22017288208008,100.19940948486328,138.17176818847656,82.42857360839844,76.17913818359375,112.93113708496094,64.00221252441406,142.25955200195312,104.82769775390625,87.08990478515625,65.40232849121094,41.03950119018555,11.746469497680664,176.6999969482422,79.54927825927734,27.41881561279297
2020-09-29,157.34036254882812,35.18197250366211,52.0113410949707,36.70539855957031,45.23757553100586,99.13623809814453,138.0866241455078,82.3117904663086,76.23092651367188,112.788818359375,64.05589294433594,142.42381286621094,105.00149536132812,86.89308166503906,64.93215942382812,40.76066207885742,11.611556053161621,178.19000244140625,79.54927825927734,27.388805389404297
2020-09-30,158.52243041992188,35.096160888671875,51.7965202331543,37.30061340332031,45.9423713684082,99.67684173583984,139.45852661132812,82.56332397460938,76.11013793945312,112.77205657958984,64.31651306152344,141.0586395263672,104.68699645996094,87.31831359863281,65.1301498413086,41.07329559326172,11.746469497680664,177.1199951171875,79.5405502319336,27.343795776367188
2020-10-01,159.8441619873047,35.30210494995117,52.12303924560547,37.62842559814453,46.3774299621582,100.81208038330078,141.2089080810547,83.0124740600586,76.18790435791016,113.08586883544922,64.5374755859375,141.2913055419922,104.66790771484375,87.48103332519531,66.43339538574219,41.50422286987305,11.602560997009277,178.6999969482422,79.5405502319336,27.51482391357422
2020-10-02,158.59690856933594,35.224884033203125,52.05430603027344,37.21436309814453,45.811851501464844,102.31672668457031,137.9447479248047,82.71603393554688,76.13609313964844,113.10260009765625,64.5374755859375,140.76373291015625,104.68450927734375,87.17292785644531,67.57992553710938,41.48732376098633,11.458653450012207,178.5399932861328,79.5405502319336,27.522348403930664
2020-10-05,161.45440673828125,35.7740592956543,52.844825744628906,37.69743347167969,46.42093276977539,104.68636322021484,141.02908325195312,83.59635162353516,75.85087585449219,112.72511291503906,65.0224609375,138.01332092285156,104.36901092529297,87.51262664794922,67.96762084960938,41.91825485229492,11.755462646484375,179.41000366210938,79.5405502319336,27.68811798095703
2020-10-06,159.46255493164062,35.40508270263672,52.303489685058594,37.80957794189453,46.49055099487305,104.23587036132812,138.84352111816406,83.0124740600586,75.9546127319336,112.6328353881836,64.876220703125,138.75718688964844,104.3856201171875,87.57588195800781,67.52220153808594,41.65631103515625,11.800434112548828,177.3000030517578,79.54927825927734,27.710712432861328
2020-10-07,162.24560546875,35.73974609375,52.69015884399414,38.163265228271484,47.00392532348633,106.0288314819336,141.37916564941406,83.47959899902344,75.85087585449219,112.66635131835938,65.1071548461914,137.7451934814453,104.37730407714844,87.76545715332031,67.62117004394531,41.83375549316406,11.845405578613281,177.22000122070312,79.5405502319336,27.831270217895508
2020-10-08,163.6697235107422,36.00574493408203,53.0682373046875,38.44793701171875,47.369361877441406,107.77674865722656,141.93736267089844,83.99162292480469,75.98052215576172,112.9432373046875,65.2534408569336,138.48899841308594,104.79247283935547,88.61869812011719,68.751220703125,42.01964569091797,11.96233081817627,177.85000610351562,79.5405502319336,27.883996963500977
2020-10-09,165.0472869873047,36.24601745605469,53.42913055419922,38.71534729003906,47.73481369018555,107.74073028564453,143.69711303710938,84.51264190673828,75.997802734375,113.20331573486328,65.39972686767578,138.4630584716797,104.82569122314453,88.83197021484375,68.47901153564453,42.0956916809082,11.998307228088379,181.0800018310547,79.5405502319336,27.906599044799805
2020-10-12,167.4952392578125,36.42621994018555,53.712684631347656,39.09491729736328,48.082862854003906,108.40745544433594,146.32737731933594,85.06061553955078,76.1101303100586,113.85769653320312,65.73075103759766,138.9041290283203,104.8921127319336,89.0611343383789,68.80070495605469,42.2562255859375,11.87238883972168,180.55999755859375,79.54927825927734,27.944278717041016
2020-10-13,166.6110076904297,36.022911071777344,53.13697814941406,38.92238235473633,47.865333557128906,107.11003875732422,146.554443359375,84.71027374267578,76.17063903808594,113.74864959716797,65.43821716308594,139.8987579345703,104.8921127319336,88.83990478515625,67.62117004394531,41.90135192871094,11.899370193481445,177.72000122070312,79.5405502319336,27.868946075439453
2020-10-14,165.50335693359375,35.945674896240234,53.05105209350586,38.74985885620117,47.569496154785156,106.71358489990234,145.58946228027344,84.37789154052734,76.2138671875,113.85769653320312,65.2765121459961,140.21885681152344,104.8921127319336,88.80829620361328,66.79634094238281,41.65631103515625,11.980319023132324,178.27000427246094,79.5405502319336,27.801136016845703
2020-10-15,165.5592498779297,35.550960540771484,52.39801025390625,38.43930435180664,47.195350646972656,107.91191101074219,144.63381958007812,83.96467590332031,76.17063903808594,113.7402572631836,65.2303695678711,139.9766082763672,104.85889434814453,88.45277404785156,67.14276123046875,41.538021087646484,12.016295433044434,178.9199981689453,79.5405502319336,27.80866241455078
2020-10-16,165.26136779785156,35.66250991821289,52.655792236328125,38.59458923339844,47.39547348022461,107.6146011352539,144.32159423828125,83.96467590332031,76.1101303100586,113.54729461669922,65.15336608886719,139.58741760253906,104.90042114257812,88.58706665039062,66.66434478759766,41.15779495239258,11.935347557067871,178.3000030517578,79.54927825927734,27.710712432861328
2020-10-19,162.89718627929688,35.508052825927734,52.46675491333008,38.473812103271484,47.29975509643555,106.34418487548828,142.183349609375,83.14722442626953,76.04100036621094,113.3291244506836,64.92242431640625,139.05982971191406,104.65131378173828,88.07357025146484,65.62503814697266,41.19158935546875,11.944341659545898,178.38999938964844,79.54927825927734,27.582639694213867
2020-10-20,163.46493530273438,35.705413818359375,52.698753356933594,38.86199951171875,47.83924102783203,107.07398986816406,141.8994903564453,83.237060546875,75.9113998413086,113.09419250488281,65.15336608886719,137.73651123046875,104.56000518798828,88.12092590332031,66.0951919555664,41.30988311767578,12.079255104064941,179.25,79.5405502319336,27.75592803955078
2020-10-21,162.90647888183594,35.58528137207031,52.46675491333008,38.939632415771484,48.0219612121582,106.44330596923828,141.1237030029297,83.38079833984375,75.824951171875,112.90967559814453,65.14566040039062,137.2608184814453,104.52677154541016,87.67063903808594,65.8972396850586,41.30988311767578,11.980319023132324,180.60000610351562,79.5405502319336,27.537429809570312
2020-10-22,164.06063842773438,35.61959457397461,52.50971603393555,38.94826126098633,47.96975326538086,108.4434814453125,140.99127197265625,83.40772247314453,75.69532012939453,112.6579818725586,65.26112365722656,135.83377075195312,104.36901092529297,87.25981140136719,65.88899230957031,41.34368133544922,12.016295433044434,178.8300018310547,79.54927825927734,27.75592803955078
2020-10-23,164.60049438476562,35.81697082519531,52.81904983520508,39.12942886352539,48.222084045410156,109.16429138183594,141.3602294921875,83.77603912353516,75.79039001464844,112.9432373046875,65.33812713623047,136.66404724121094,104.49353790283203,87.67063903808594,66.28492736816406,41.521121978759766,11.926353454589844,178.63999938964844,79.54927825927734,27.929214477539062
2020-10-26,161.6126708984375,35.147647857666016,51.83948516845703,38.62046432495117,47.61300277709961,106.5514144897461,139.7801971435547,82.86874389648438,75.90277099609375,113.17814636230469,64.76071166992188,137.9354248046875,104.5765609741211,87.35462188720703,65.33634948730469,40.9043083190918,11.755462646484375,178.5500030517578,79.54927825927734,27.68811798095703
2020-10-27,160.9611053466797,34.88165283203125,51.45281982421875,38.75848388671875,47.82182693481445,104.98368072509766,139.99781799316406,82.61723327636719,76.08421325683594,113.6395492553711,64.7915267944336,138.8609161376953,104.78416442871094,87.87606048583984,64.2887954711914,40.583221435546875,11.836411476135254,179.02000427246094,79.5405502319336,27.70318031311035
2020-10-28,155.62770080566406,33.86050796508789,49.94910430908203,37.792320251464844,46.67327117919922,101.85725402832031,135.30503845214844,80.45228576660156,75.98052215576172,113.07746124267578,64.25260925292969,138.9906768798828,104.65131378173828,87.12553405761719,62.754573822021484,39.358036041259766,11.521613121032715,176.1300048828125,79.5405502319336,27.220998764038086
2020-10-29,157.09835815429688,34.02354049682617,50.14673614501953,38.18914031982422,47.08222961425781,103.27178192138672,136.0335693359375,80.64094543457031,75.81632232666016,112.78380584716797,64.4374008178711,137.6414337158203,104.29428100585938,87.15709686279297,63.59591293334961,39.77206039428711,11.377704620361328,175.39999389648438,79.54927825927734,27.296342849731445
2020-10-30,155.43228149414062,33.8519172668457,49.974884033203125,37.792320251464844,46.52534866333008,102.80328369140625,133.62095642089844,80.36245727539062,75.68671417236328,112.19652557373047,64.57597351074219,136.28347778320312,103.97877502441406,86.92007446289062,63.175235748291016,39.69601821899414,11.377704620361328,176.1999969482422,79.54927825927734,27.288801193237305
2020-11-02,157.0518035888672,34.26381301879883,50.533409118652344,38.27540969848633,47.16053771972656,105.2719955444336,134.68063354492188,81.3955307006836,75.79144287109375,112.63627624511719,64.72981262207031,137.30435180664062,104.3600082397461,87.05964660644531,64.68470001220703,39.983299255371094,11.584572792053223,177.91000366210938,79.54927825927734,27.456775665283203
2020-11-03,160.0675811767578,35.139068603515625,51.83948516845703,38.37892150878906,47.404170989990234,107.68665313720703,137.11215209960938,82.6441650390625,75.77410125732422,112.74555969238281,65.28651428222656,136.50770568847656,104.27674102783203,87.76533508300781,65.93021392822266,40.777557373046875,11.656525611877441,178.9199981689453,79.54927825927734,27.600528717041016
2020-11-04,163.55801391601562,35.49946975708008,52.355045318603516,39.61250305175781,48.82246780395508,106.51537322998047,143.27139282226562,83.39874267578125,76.29356384277344,114.43546295166016,65.8973388671875,139.46888732910156,104.45157623291016,89.46211242675781,66.04572296142578,41.50422286987305,11.782445907592773,178.82000732421875,79.5405502319336,27.7896671295166
2020-11-05,166.93679809570312,36.357574462890625,53.62675857543945,40.285362243652344,49.66648864746094,109.1012191772461,145.91111755371094,84.44976806640625,76.3714828491211,114.86425018310547,66.12925720214844,139.71127319335938,104.5348129272461,89.80306243896484,66.3591537475586,42.57732009887695,11.836411476135254,182.92999267578125,79.54927825927734,27.872896194458008
2020-11-06,166.85299682617188,36.43479919433594,53.78142547607422,40.432003021240234,49.88401794433594,108.04708099365234,145.88267517089844,84.66535949707031,76.19829559326172,114.50274658203125,65.8973388671875,138.02291870117188,104.06035614013672,89.40660858154297,65.90547943115234,42.47592544555664,11.7914400100708,183.19000244140625,79.5405502319336,27.759397506713867
2020-11-09,168.8356170654297,37.4301872253418,55.31951141357422,40.73393249511719,50.28426742553711,114.22786712646484,141.6535186767578,85.31214141845703,75.84337615966797,113.63677215576172,66.3998794555664,135.12242126464844,103.76068878173828,89.8348159790039,68.23983001708984,43.47297286987305,11.935347557067871,175.0800018310547,79.54927825927734,28.1982364654541
2020-11-10,168.5563507080078,37.70477294921875,55.749141693115234,40.2767333984375,49.72739028930664,116.32718658447266,139.89373779296875,85.8331527709961,75.69620513916016,113.34247589111328,66.30708312988281,134.3431396484375,103.86056518554688,89.73961639404297,69.23788452148438,44.224979400634766,12.169198036193848,175.66000366210938,79.5405502319336,28.130138397216797
2020-11-11,169.9246063232422,38.022281646728516,56.161590576171875,40.44927215576172,50.0145378112793,115.48025512695312,142.74156188964844,86.37213897705078,75.74813842773438,113.55266571044922,66.28390502929688,134.82801818847656,104.04369354248047,90.0805892944336,69.50184631347656,44.95164489746094,12.16020393371582,174.89999389648438,79.5405502319336,28.2058048248291
2020-11-12,168.2491912841797,37.47309112548828,55.37966537475586,40.147335052490234,49.649085998535156,113.21875762939453,142.35365295410156,85.6894302368164,75.99920654296875,114.0066909790039,65.83544921875,137.12246704101562,104.33503723144531,89.90614318847656,68.5945053100586,43.9968376159668,12.061266899108887,175.9600067138672,79.5405502319336,28.115009307861328
2020-11-13,170.63198852539062,38.00511169433594,56.187374114990234,40.65629577636719,50.33647155761719,116.33618927001953,143.0159454345703,86.46197509765625,76.02517700195312,114.1412124633789,66.05967712402344,136.94064331054688,104.32672119140625,90.25505828857422,70.42566680908203,44.368621826171875,12.007302284240723,177.16000366210938,79.54927825927734,28.213356018066406
2020-11-16,172.7169647216797,38.494232177734375,56.83182144165039,41.13075256347656,50.98906707763672,119.83203125,143.24302673339844,87.01893615722656,76.06846618652344,114.51113891601562,66.43080139160156,136.6116180419922,104.1852035522461,90.45326232910156,71.21752166748047,44.774200439453125,12.115232467651367,177.14999389648438,79.54927825927734,28.538705825805664
2020-11-17,172.32601928710938,38.47706985473633,56.78026580810547,41.07035446166992,50.936866760253906,120.01224517822266,143.29034423828125,86.58773803710938,76.19829559326172,114.88105773925781,66.45398712158203,137.50340270996094,104.3600082397461,90.29466247558594,71.28351593017578,44.926292419433594,12.151209831237793,176.5,79.54927825927734,28.5084285736084
2020-11-18,170.50169372558594,38.271114349365234,56.4537467956543,40.932342529296875,50.80634689331055,118.56163787841797,142.60910034179688,85.76129913330078,76.28484344482422,115.1248550415039,66.33029174804688,137.90171813964844,104.39331817626953,90.21534729003906,69.89775848388672,44.74039840698242,12.169198036193848,175.49000549316406,79.54927825927734,28.40251350402832
